<<<<<<< HEAD
label,message
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
spam,Part time email reading - earn 5 crore monthly! Apply at winner.com
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
spam,SMS sending jobs - earn 50 lakh daily! Join at kyc.in
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,Hasn't that been the pattern recently crap weekends?
ham,Midnight at the earliest
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Moji i love you more than words. Have a rich day
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,I.ll get there tomorrow and send it to you
spam,AirPods for 1 crore! Limited time at winner.com
ham,what are your new years plans?
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
spam,UK work permit - earn in pounds! Apply at uk-workpermit.com
ham,Also remember to get dobby's bowl from your car
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,Voter ID verification required! Update at bet365.in within 48 hours
ham,Will you be here for food
spam,GST registration expired! Renew at gst-renewal.com immediately
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
spam,Online captcha solving - earn 5 crore weekly! Join at winner.com
spam,Place bets on IPL! Minimum deposit 5 lakh. WhatsApp +919123456789
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,If You mean the website. Yes.
spam,Your Amazon account is suspended! Verify at amazon-verify.in
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
spam,CONGRATULATIONS! You won 50 lakh in TATA lottery! Call +919988776655
spam,TATA lottery winner! Prize: 10 crore. Contact +919123456789
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
spam,Instant loan - get 25 lakh in 1 hour! Apply at prize.in
ham,What time should I tell my friend to be around?
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
spam,"Watch at 80% off! Hurry, buy at secure.com"
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
spam,Credit card loan at 5% interest! Apply at claim.com
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
spam,Work from home - earn 10 crore monthly! Register at betking.com
ham,Ya that one is slow as poo
ham,Hey do you want anything to buy:)
ham,"Theoretically yeah, he could be able to come"
spam,BSNL lottery winner! Prize: 50 lakh. Contact +918765432109
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,"Yo my trip got postponed, you still stocked up?"
spam,Join WhatsApp group for daily income 10 lakh! Message +918765432109
ham,I WILL CAL YOU SIR. In meeting
ham,Let's catch up today
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,What time you coming down later? 
spam,Gold loan approved! Get 50 lakh instantly. Apply at claim.com
spam,Online ad posting - earn 1 crore weekly! Join at winner.com
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
spam,WhatsApp +447310399942 for typing - earn 10 lakh/month
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Yar but they say got some error.
ham,And pls pls drink plenty plenty water
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,Dude how do you like the buff wind.
ham,How is your family doing?
spam,Pre-approved loan of 1 crore! No documents. Call +919988776655
ham,Here got lots of hair dresser fr china.
spam,Instant loan - get 1 crore in 1 hour! Apply at winner.com
ham,Waiting for your call.
spam,Your Voter ID will be suspended! Verify at bet365.in
spam,Samsung Galaxy for 5000 Rs! Limited time at claim.com
spam,Instant loan - get 5000 Rs in 1 hour! Apply at lottery.in
spam,URGENT: cricket betting bonus 1 lakh! Claim at lottery.in
ham,Thanks for your feedback
spam,Your number won 5 lakh! Claim at kyc.in
ham,What's ur pin?
spam,Instant loan - get 1 lakh in 1 hour! No credit check at instantloan.in
ham,Bring tat cd don forget
spam,Gold loan - get 10 lakh in 24 hours. WhatsApp +919123456789
spam,Shoes at 90% discount! Buy now at winner.com
spam,URGENT: IPL betting bonus 10000 Rs! Claim at bet365.in
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
spam,Join WhatsApp group for daily income 1 crore! Message +447310399942
ham,I'm hungry buy smth home...
spam,Pre-approved loan of 10 crore! No documents. Call +447310399942
spam,URGENT: Your ICICI account will be blocked! Verify at bet365.in
spam,Online data entry - earn 10 lakh weekly! Join at bet365.in
spam,URGENT: horse racing betting bonus 5 lakh! Claim at lottery.in
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
spam,Part time data entry - earn 5 lakh monthly! Apply at bet365.in
spam,Your Driving license is blocked! Update at prize.in immediately
spam,Passport KYC pending! Complete at verify.in to avoid block
spam,Part time SMS sending - earn 25 lakh monthly! Apply at prize.in
ham,I'll text now! All creepy like so he won't think that we forgot
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Lol enjoy role playing much?
spam,CONGRATULATIONS! You won 5 lakh in Vi lottery! Call +918765432109
ham,Are you plans with your family set in stone ?
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
spam,Part time SMS sending - earn 10000 Rs monthly! Apply at verify.in
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
ham,Pls call me da. What happen.
ham,Do have a nice day today. I love you so dearly.
ham,You could have seen me..i did't recognise you Face.:)
ham,I not at home now lei...
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
spam,Work from home - earn 5 lakh per month! WhatsApp +919876543210
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
spam,Join WhatsApp group for daily income 5000 Rs! Message +447890123456
spam,Work from home - earn 50 lakh per month! WhatsApp +919876543210
ham,Meet after lunch la...
ham,"Ya tel, wats ur problem.."
spam,Vehicle loan at 8% interest! Apply at verify.in
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
spam,Business loan - get 2 crore in 24 hours. WhatsApp +447890123456
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Aight sorry I take ten years to shower. What's the plan?
spam,Union Bank: Your account is locked. Update KYC at bet365.in
spam,SMS sending jobs - earn 10000 Rs daily! Join at winner.com
spam,Voter ID KYC pending! Complete at kyc.in to avoid block
spam,Win 5 crore in kabaddi betting! Play now at verify.in
spam,Jio Prime membership expired! Renew at jio-prime.in
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
spam,Gold loan at 6% interest! Apply at prize.in
spam,Google Pay refund of 1 crore pending! Claim at winner.com
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,Oh wow thats gay. Will firmware update help
spam,Instant loan - get 50 lakh in 1 hour! Apply at winner.com
ham,Watching tv lor...
spam,Lucky draw winner! You won 25 lakh! Verify at prize.in
ham,See the forwarding message for proof
spam,You are selected for 1 crore prize! WhatsApp +919876543210
ham,Ok lor but not too early. Me still having project meeting now.
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
spam,Union Bank Alert: Unusual transaction. Verify at winner.com
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Hi..i got the money da:)
spam,Emergency loan - get money in 30 minutes! Apply at emergency-cash.com
spam,Laptop at 80% discount! Limited stock at laptop-offer.com
spam,Your PhonePe is blocked! Update at betking.com immediately
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,"Excellent, I'll see what riley's plans are"
spam,CONGRATULATIONS! You won 50000 Rs in Jio lottery! Call +919876543210
ham,Hey now am free you can call me.
spam,Instant loan - get 2 crore in 1 hour! Apply at secure.com
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
spam,Canara Bank: Your debit card will expire. Renew at verify.in
ham,I'm excited about the family
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,I'll let you know in the morning
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,How is your family doing?
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
spam,URGENT: football betting bonus 10000 Rs! Claim at claim.com
spam,Indian Bank: Your account will be suspended. Verify at indianbank-verify.in
spam,Samsung Galaxy for 5 crore! Limited time at verify.in
spam,Perfume at 50% discount! Buy now at prize.in
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Heehee that was so funny tho
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
spam,Watch for 5 crore only! Limited stock at prize.in
spam,survey jobs - earn 10 lakh daily! Join at winner.com
